"token","embedding1","embedding2","embedding3","embedding4","embedding5","embedding6","embedding7","embedding8","embedding9","embedding10","embedding11","embedding12","embedding13","embedding14","embedding15","embedding16","embedding17","embedding18","embedding19","embedding20","embedding21","embedding22","embedding23","embedding24","embedding25","embedding26","embedding27","embedding28","embedding29","embedding30","embedding31","embedding32"
"up","-0.293774","0.31906655","0.005015595","0.29929677","-0.30541423","0.4815764","-0.4731527","0.22344245","-0.022690551","-0.2522464","-0.58778626","-0.30269912","-0.22683649","-0.29686558","-0.3621243","-0.6168964","0.19968443","0.20878282","0.48018348","-0.5801064","0.45900986","0.05959828","-0.24160025","-0.43425947","-0.16318884","-0.18471563","0.4911344","-0.44212013","0.2778755","-0.7473503","0.36285514","-0.0023118854"
"two","0.122750185","-0.46214172","-0.5089233","-0.19172524","-0.03112392","0.22048175","0.20648237","0.21970028","0.31199816","0.20777598","0.5228329","-0.34942326","-0.47889042","0.4431612","0.6866556","-0.1496722","-0.18756376","-0.6010628","0.56888545","0.427485","-0.56437767","-0.07403618","-0.07402273","-0.4421324","-0.39940506","-0.6135498","-0.1763124","0.639214","-0.5866771","-0.008336657","-0.49476838","-0.20861785"
"oikos","0.12794831","-0.33594292","0.10714231","-0.51340115","-0.2193067","-0.08743453","0.58338326","-0.75313705","-0.5317236","-0.8874919","-0.47246024","0.64951235","-0.123695","-0.83094966","0.012591221","0.75574845","-0.5462775","-0.6392242","-0.15655197","-0.35596675","-0.29820567","-0.3216025","0.48786935","0.09566319","-0.32122266","-0.195538","0.4933371","-0.6897248","-0.1487241","-0.22420166","-0.4292095","-0.08494896"
"household","0.49950927","0.5565394","-0.63788825","0.14130595","-0.021278042","0.0768112","-0.44009653","0.2695898","-0.23290072","0.40200245","-0.52650774","-0.2996369","-0.09482434","0.8485958","-0.4356472","-0.64593107","-0.37878108","0.87110245","0.3281738","0.41527557","0.67378","0.63637304","-0.84041595","0.46753648","0.22911859","0.15942055","-0.26881927","0.53269255","0.1887976","0.4593599","-0.026680795","-0.6747795"
"affairs","0.42404556","-0.033097114","-0.40892488","0.22295773","-0.120161526","0.5136239","-0.30954134","-0.026492124","0.3625881","0.12784329","-0.6618157","-0.5657603","0.5124723","-0.628432","0.37793076","-0.09872853","0.16719612","-0.309474","-0.21402754","-0.49271616","0.3423524","-0.3983564","0.4733403","-0.9990894","0.16318156","-0.25555524","-0.40553012","0.34928507","-1.0354388","-0.27398682","0.2534427","-0.33037925"
"nomos","0.0701003","-0.3224084","0.6451436","0.27517435","0.8085144","0.34923637","0.78543043","0.4673963","-0.16000433","0.7565593","-0.16992842","0.62527376","0.6144002","-0.3163385","0.5383501","-0.36421472","-0.112297185","-0.56102264","0.12576835","-0.38839787","-0.25087622","0.044711184","0.062139325","0.13587634","-0.14600256","0.26687053","-0.23493017","-0.5837213","-0.32201457","0.4936723","-0.6866633","0.4005507"
"law","-0.19339582","0.52192354","0.17138197","0.4526773","-0.44216335","0.008945713","-0.052436925","-0.4707001","0.28873193","0.2721753","0.0115741035","-0.4452305","-0.13254207","-0.5012825","0.23140074","-0.20081724","-0.28470063","0.14965929","0.3511145","0.10088945","0.25725654","0.14234902","-0.370532","-0.07102405","0.4530934","-0.46067253","-0.43174875","-0.29847553","0.015146013","-0.00079497986","-0.6421011","0.19690315"
"seventeenth","-0.4212719","-0.051073074","0.19632751","0.4215759","-0.1358057","-0.12797606","0.9325405","0.11341601","0.27264535","-0.45143273","0.2594477","0.5932059","-0.1562693","-0.2114535","0.14794104","0.21676503","0.2014615","-0.3943439","-0.36957875","0.42710897","0.45018554","-0.05438622","-0.33532673","0.12236608","-0.4400816","-0.17457095","0.26190403","-0.17062522","-0.11834717","-0.12290934","-0.14333849","0.6174185"
"century","0.65860826","0.358249","0.47638032","-0.50164354","0.40354797","0.320324","-0.3243272","-0.3926087","-0.04988487","0.32393923","-0.3154716","-0.9170712","-0.29617268","0.78629243","0.41548458","-0.30245194","-0.35427743","0.7629915","0.26864892","-0.48956627","-0.46443853","-0.029561784","-0.08550634","-0.0462782","-0.43875116","0.5387954","-0.48861054","-0.45803785","0.799238","0.53744996","0.39192927","-0.035935674"
"element","-0.45182174","-0.04946474","0.20840243","-0.10377255","-0.32381323","-0.4763905","0.49403775","-0.24299598","0.4916416","0.32087833","0.54903084","0.25926587","0.64729244","-0.0050040893","0.6330556","0.25442722","0.6689047","-0.13251038","-0.46966207","-0.5165976","-0.38745964","-0.20268792","-0.052449934","-0.63436466","-0.25372297","0.4496767","-0.47000366","0.2699506","0.6322892","0.119414195","-0.3991457","0.43383914"
"sets","0.32006997","-0.1887388","-0.12333265","0.1335231","-0.17525165","0.04742229","0.23996729","-0.5469094","0.45033863","0.047380764","0.17438905","0.10141034","-0.44671458","0.49753556","-0.33971816","0.27190298","-0.2492941","0.0618968","-0.20675036","-0.14219002","-0.20312925","-0.20575142","-0.52407193","-0.1452039","-0.5061967","-0.085130475","-0.50218165","-0.29336944","-0.18823664","0.41774413","0.13850126","0.37172726"
"motion","0.13797565","-0.2907892","0.044443667","0.31106794","-0.15955268","0.07509591","-0.11921822","0.19078918","-0.04674879","-0.2828523","-0.0052256696","0.2671497","-0.43054208","-0.22665362","-0.5077062","0.044409767","0.35959333","0.32765064","-0.31306916","-0.3614942","0.023387777","0.22420876","0.065972626","0.026904676","0.5423494","0.010279296","0.5623685","-0.2850322","-0.1904463","-0.23299772","-0.24477273","-0.28220373"
"develops","-0.7151045","-0.5122926","-0.1617711","-0.19784977","-0.23190199","0.5121747","0.47702992","0.10907436","0.50517315","0.92194206","-0.5949811","0.33945975","0.23217712","0.23878728","-0.17121895","0.32691973","-0.08956984","-0.555751","-0.44099388","-0.41820252","-0.1030246","0.43433085","-0.34779096","-0.41042164","-0.28831765","-0.41983908","-0.21578304","0.6060106","0.6463878","-0.049149785","0.23927636","-0.12857628"
"skill","0.6837306","-0.2806843","-0.14629227","-0.06750076","-0.30395627","-0.87480795","-0.5790929","-0.04644315","-0.6472802","0.124237426","-0.5864056","-0.18097748","0.3588296","-0.6621522","0.46161416","0.54115903","0.14428854","-0.21910653","0.011975887","0.10889431","-0.14430687","-0.44747922","-0.18547063","-0.0011901447","0.7366579","0.8148952","0.11015102","0.7123971","-0.5839381","0.21290405","-0.33990577","-0.10186234"
"habits","-0.17728223","-0.1637303","0.21316631","0.39014885","0.3077562","0.46944684","0.16985393","0.27658188","0.48957598","-0.47795567","0.17885312","-0.015191559","-0.43192017","-0.39493304","0.3346265","-0.53607017","0.16149916","-0.3510399","0.37821606","-0.3424877","0.16630064","-0.32506484","0.7176243","-0.5223692","-0.48194697","-0.33729765","0.41041166","-0.049793947","-0.12803839","-0.37730333","0.22851191","0.5693201"
"set","-0.33699515","0.40483716","0.491355","0.38963696","0.5946132","0.47897112","-0.007415054","-0.047200393","-0.70742875","-0.30448517","0.29334223","-0.79610234","0.07409774","0.40009758","-0.5041242","-0.3856695","0.15278451","0.32971936","-0.30803505","-0.06383709","-0.3727827","-0.41889295","-0.26689592","0.57097906","-0.44856882","-0.09880204","-0.21433906","0.13676935","-0.21235386","0.3192889","-0.34506112","-0.6360966"
"accomplish","0.04158692","0.5205921","-0.27199575","-0.45589694","-0.19446135","-0.31294146","0.12296518","-0.23953876","0.37129694","-0.41382483","-0.2293186","0.04032008","0.13930662","0.31651512","0.8890232","-0.038446885","-0.24128701","-0.31698966","0.35525268","0.5496181","0.55009985","0.23133329","-0.303716","-0.39485878","-0.5163346","-0.034037545","-0.13415931","-0.024671331","-0.42278373","0.21533823","-0.08181579","0.27634463"
"values","0.30315116","0.67185044","-0.3448989","0.3877869","0.20738111","0.23344696","0.19774504","0.38260767","-0.21953703","-0.4434501","-0.18883419","0.010005579","-0.46386698","-0.30681175","0.15595919","-0.6115378","-0.07378169","0.3763485","-0.2778612","-0.012516653","0.48740917","0.4370193","0.70556515","0.41358095","0.6029335","0.018578248","0.39939967","0.042926356","0.2161634","-0.16414842","-0.25564355","-0.45755446"
"possess","-0.1735229","0.6089687","0.3522465","-0.2870781","0.16401231","-0.114976026","-0.19117035","0.18467188","-0.40302843","0.81998897","-0.4677341","0.48099533","0.1586779","-0.3136556","-0.3050749","0.47576773","0.07596769","-0.13602474","-0.8009359","0.25007933","-0.4547165","0.45602775","-0.23108846","0.14084515","0.42079872","0.41356227","-0.7126931","-0.07365841","0.43707448","0.623413","-0.06686028","0.3897392"
"productive","-0.2974125","-0.10254043","-0.19711635","-0.182279","0.11858629","-0.24144346","0.08096191","0.27394673","-0.24158207","0.30026743","0.0032479516","0.24845901","0.12506224","0.1803245","-0.25915462","0.4249553","0.10839548","-0.016063267","0.0069999103","-0.16978732","-0.33395526","-0.06035624","0.031655524","0.6240623","0.31620964","0.38566193","-0.50148624","0.001133354","0.27604586","0.46790043","-0.18308897","-0.41700426"
"masses","0.52017236","0.0006702534","-0.35530075","0.06830731","0.21518001","-0.11809724","-0.19571054","-0.39022744","-0.56706536","0.10485932","-0.4162628","-0.43168283","-0.0241437","-0.13119018","-0.2994718","-0.52379394","-0.2091498","0.2428818","0.027445901","-0.10028863","0.07425536","-0.32897487","-0.21466234","-0.2972629","-0.07153435","-0.20401964","0.2668107","0.31027997","0.12726277","-0.28846598","0.34704024","-0.5558029"
"basic","0.3922194","0.047370654","-0.39644095","-0.4588202","0.8855484","0.35976884","0.2652352","0.28091627","-0.5749311","-0.31090546","0.14736032","0.44156897","0.029969843","0.30564648","0.22767513","0.045625553","-0.23655443","0.07497723","-0.3000342","0.48382556","-0.1954655","0.23204894","0.2916101","0.69517523","-0.3822947","-0.11953954","0.3845089","-0.1720949","0.11586611","0.01506453","0.20748113","-0.42672107"
"force","0.14873834","0.28603807","-0.24252234","-0.2261518","-0.69790787","-0.4426448","-0.5626678","0.36902934","-0.10595747","-0.17242624","0.38188517","-0.1269822","0.3735274","-0.15358749","-0.56513697","-0.14715081","0.53878117","0.1930971","0.7063092","0.029322803","0.08859128","0.097424865","0.1261265","0.116930276","0.5322528","0.37018415","-0.39099774","-0.25841084","0.1188895","0.3194743","0.18216157","-0.43890113"
"reflect","0.056724455","-0.1135397","-0.5492402","-0.49903622","0.556856","0.5019855","0.10200704","0.55911446","-0.16987918","-0.54924595","0.12090426","0.5025926","0.058351953","0.61897093","-0.49067453","0.14998895","0.26053476","0.08649285","-0.1406813","-0.2740089","-0.49615902","0.09773811","0.04836054","0.2794582","-0.2125714","0.3440886","-0.2747828","-0.31498802","-0.13323262","0.103885785","0.26713654","-0.49811107"
"relationship","-0.38709265","0.43983164","-0.4593692","-0.039444454","1.0758387","0.4249927","0.0036923906","0.36908355","-0.48729962","0.675474","-0.45238227","-0.422366","0.075520694","-0.0060648806","-0.39200127","-0.6554004","0.3655548","-0.60295695","-0.04850798","0.6089034","0.07252798","0.6124103","0.15440026","0.3906116","0.33771703","-0.40930533","-0.5704169","-0.13471773","-0.0038200964","0.012385499","-0.5978911","0.5117141"
"however","0.5081321","-0.08697598","0.575899","-0.2871149","-0.17578633","-0.52471596","-0.56151766","0.45036334","0.43425944","0.76766104","-0.68150955","-0.32744545","0.39315772","-0.62702006","-0.24192338","0.16606349","0.49813572","-0.6087933","-0.49806914","-0.509257","-0.09011898","0.50922525","0.38204673","-0.09542759","-0.045142822","-0.06313505","0.27110755","0.16916221","-0.10208982","0.3590549","0.16838875","-0.0071194894"
"act","0.11485043","-0.33231828","0.019239968","-0.19916654","0.35379145","0.3261697","0.23247762","0.32214522","-0.73059714","0.023787577","0.63910776","-0.03646519","-0.42733285","-0.56975675","-0.5103699","0.030364297","-0.025202796","-0.62849194","0.09935997","0.22371244","-0.6103634","-0.6719417","-0.47485074","-0.41284633","0.2144461","-0.5257788","-0.5250059","0.6891716","0.22052303","-0.5072582","-0.28246427","0.1015769"
"each","-0.304859","-0.4312545","-0.590726","-0.042958904","0.37227347","0.22479609","0.25535995","-0.10056382","0.2843532","0.12585737","-0.35411155","-0.037090797","-0.09276348","0.2542704","0.11845429","0.07880491","-0.30761752","-0.17454459","0.2202387","-0.53110486","-0.012321946","0.38906804","0.22807185","-0.14427063","-0.028894903","-0.035378717","-0.18768722","0.1219358","-0.056157563","-0.03440536","0.100979604","-0.24523516"
"co","-0.16636214","0.27869183","-0.2539976","0.33452722","0.29962474","-0.49156764","-0.4287855","-0.42683136","-0.05395473","-0.36831906","-0.5934289","0.5996919","-0.6193593","0.29074436","0.29811594","0.28676498","0.2225161","-0.55282795","0.6213128","-0.018527271","0.13656837","0.15743355","0.03045371","-0.037081927","-0.5770857","0.6425039","0.068236396","0.16555524","-0.03495796","-0.7951598","-0.018246904","-0.3306061"
"operating","-0.13376768","0.22222634","0.046488572","0.273932","0.27249157","-0.38749915","0.3919682","0.10412189","-0.20839621","-0.16802882","-0.16439262","-0.041122418","0.7206966","0.16060632","0.1043333","0.41375238","0.5553644","0.12674122","-0.9475305","-0.6085798","0.65810114","0.67888397","-0.13512821","-0.15362737","0.35450384","-0.16596003","0.571453","-0.5927704","0.8774897","0.55874556","-0.30561808","0.13347162"
"certain","0.37070355","0.5243602","0.27103117","-0.42340115","0.6633451","0.49128237","-0.3492548","0.13447545","-0.33544576","-0.24782383","0.28702343","-0.039711617","-0.05004171","0.48567194","0.38705236","-0.48530307","-0.12486407","0.33789554","-0.14468434","0.5596917","-0.2371666","0.22256114","0.14904934","0.45586342","-0.040805656","-0.082712404","0.20893475","-0.43742514","0.57167244","-0.48538285","0.53548366","0.35399908"
"way","-0.10860583","-0.052184638","-0.32393506","-0.044877768","-0.36864203","-0.23664327","-0.005527566","-0.064243086","0.07150345","-0.5167535","0.52233875","0.5318636","-0.08354441","0.46482","0.46331623","-0.250289","0.25320745","0.28048488","0.42712188","0.0003066538","-0.24733657","0.20231386","-0.111935474","0.11574683","-0.08779353","0.22189467","0.4014896","0.16508833","-0.23646037","0.5935351","0.2682359","-0.12367817"
"mutually","-0.088208385","-0.0866053","-0.15040548","0.6270471","-0.5510065","-0.7844798","-0.42603904","-0.236219","-0.44756994","0.07743258","-0.7133767","-0.46743536","-0.10277326","-0.113391854","-0.5075883","-0.5282518","-0.22608621","0.11412444","0.0035172086","-0.04909949","-0.0047988053","-0.45469585","0.090036534","-0.17552362","0.36566523","0.59462583","-0.24450798","-0.5798505","0.17884701","0.008530466","-0.013664474","-0.15199512"
"exchanging","0.4341951","0.018601632","0.4522848","-0.32420656","-0.101562455","0.56535447","-0.5396633","0.058137987","-0.4373149","-0.057464026","0.0156178465","-0.3323187","0.8791724","0.17786475","0.7675159","0.42645037","0.47765583","-0.0950179","0.5259642","0.062144842","-0.6363649","-0.08433069","0.08500728","0.44301462","0.17197624","0.46344984","-0.2745889","-0.6806094","0.17480573","0.14507344","0.10627954","0.37011838"
"activities","-0.31623414","-0.35263747","-0.5319862","0.10677292","0.32323092","-0.48411378","0.87930167","-0.22576341","-0.039145388","-0.37746754","0.629304","0.6635779","-0.78991896","0.068274714","-0.42420423","0.82019085","-0.5788405","0.34424102","0.52498186","-0.24455068","0.46785045","-0.19590575","0.01952986","-0.10739727","-0.20454861","0.26622215","0.033292044","0.51452","0.008323912","-0.42174283","-0.13133806","-0.06759857"
"enter","0.08124248","0.3767701","-0.103423975","0.28390306","-0.35057613","0.40862027","-0.15537795","-0.6051794","-0.48202264","-0.35514122","-0.48837134","-0.75781816","0.37477973","-0.18667589","0.030298432","-0.11727162","-0.8049079","0.44017693","0.42676565","-0.20106411","-0.5272593","0.21137801","-0.21356979","0.100982726","0.5850862","-0.49540722","-0.30519637","-0.47968856","0.5119891","-0.4766582","0.061055556","0.3632717"
"definite","-0.33786204","-0.071765654","-0.25256637","0.09366524","-0.23493789","-0.17913137","0.63402945","-0.29878458","0.42140904","-0.28577402","0.36502677","0.47277173","-0.12297926","0.3288754","0.36123025","0.51058304","-0.2017072","0.4679233","0.48266503","0.019486241","0.009273138","0.051640034","-0.1644865","0.3827602","0.26415664","0.11296497","-0.2771286","-0.15065925","0.15302348","0.3850001","-0.3380614","0.124419294"
"connections","0.35823068","-0.0070220022","0.19108087","-0.22152539","-0.47025895","0.0152157135","0.1467551","-0.029712219","-0.34909484","-0.06643147","0.2971269","0.009211138","0.566094","-0.30933303","0.17114453","-0.250909","0.033586293","0.18091938","0.30916303","0.17807446","-0.011155396","-0.3748183","0.46253031","0.49833104","0.35733408","0.12212303","-0.28891042","-0.44575238","-0.22904643","0.26939774","-0.30180073","-0.19923984"
"within","-0.11732981","-0.06041956","-0.47133684","-0.16688246","-0.35936928","-0.7374732","0.07646389","0.32035607","-0.4491205","0.44735417","0.49278998","0.12930027","0.087217286","-0.5127448","-0.5106068","-0.38399768","0.18602496","-0.013214001","0.3663227","0.14468779","0.35579562","0.26404533","-0.65991443","0.36634013","0.49049017","-0.20953321","-0.31786507","0.116896376","-0.2534709","0.4098355","-0.23399514","-0.6173168"
