"token","embedding1","embedding2","embedding3","embedding4","embedding5","embedding6","embedding7","embedding8","embedding9","embedding10","embedding11","embedding12","embedding13","embedding14","embedding15","embedding16","embedding17","embedding18","embedding19","embedding20","embedding21","embedding22","embedding23","embedding24","embedding25","embedding26","embedding27","embedding28","embedding29","embedding30","embedding31","embedding32"
"unity","-0.19903868","0.3227955","0.24927717","0.5381941","-0.36611086","-0.10589102","0.070553266","-0.37244844","-0.69978017","0.20790441","-0.21000883","0.3082113","-0.032297757","0.24723339","0.50651664","0.34776917","-0.1978758","-0.24591562","0.06334413","0.48448923","0.08168092","0.40986675","0.18141499","-0.18077724","-0.10208579","0.07921309","0.27135196","-0.5248227","0.23017628","-0.10380807","0.35208824","0.27104834"
"determined","-0.7260878","-0.51020217","-0.13674006","0.40444496","0.007533494","0.25063416","0.25407657","0.49924","-0.4119244","-0.6556892","-0.17847714","-0.07334981","0.035713494","0.17905733","-0.3653124","-0.014930881","-0.029708939","-0.3227556","0.54470515","-0.3278426","-0.6095248","-0.32853755","0.19924368","0.32595292","0.20822477","0.14100437","0.28870186","0.095579185","-0.20090103","-0.32479867","0.4023529","-0.4974588"
"exert","0.32843265","-0.51730967","0.060494438","-0.7768658","-0.21832797","-0.31222126","0.4877483","-0.06259944","-0.6008846","-0.73670846","0.9676645","0.46016815","-0.1228215","0.061582584","0.26389349","0.70129246","-0.48799503","-0.035066266","0.07212285","0.14098312","0.17021962","-0.48176923","0.13166688","0.043659337","-0.25259042","0.5075387","-0.55426687","0.4189749","0.17644827","-0.21520053","-0.035529528","-0.17792852"
"turn","0.14357522","0.5456633","-0.10221673","-0.25148535","0.23980555","-0.18602669","-0.1665587","0.27260363","0.40595055","0.14092346","0.08946329","0.06980905","0.18018298","-0.37121418","0.33136538","-0.41508263","-0.14374833","0.22355331","-0.09089065","0.26638618","0.41828454","-0.5338253","-0.003981049","0.28372258","0.44628796","-0.055578873","-0.104312316","0.27929512","-0.015294908","-0.24291964","-0.36150858","-0.12231951"
"reciprocal","0.554263","-0.54689723","0.35868752","-0.06268466","0.45576754","0.44627097","-0.5620434","0.004370231","-0.81146085","-0.24100734","0.045415662","0.19504146","-0.18049908","0.7167489","0.20339718","0.07734656","-0.030003","0.07727127","0.12728748","0.32786107","-0.3394796","-0.057812937","0.5178177","0.49806952","-0.49334747","-0.08938863","0.32934275","-0.061383553","-0.175191","0.22109963","0.88362664","0.058674816"
"influence","-0.5660923","0.4470354","-0.2537039","-0.116721466","0.35025328","-0.50234586","0.1322705","0.39994684","-0.065247186","-0.44140854","0.5390463","0.017904716","-0.15796472","0.25828576","0.06564879","-0.039525893","0.6640112","-0.8353765","-0.14122052","-0.1388701","-0.08842518","0.3555002","0.08538837","-0.6015815","-0.47802046","0.26764974","0.5283803","0.069418006","0.22415547","-0.739161","-0.42209786","-0.2117134"
"facilitating","-0.49198526","0.47449085","-0.9280357","0.27348092","0.32195798","-0.108112775","0.2907739","-0.1937158","0.054950736","-0.2921856","-0.9778487","0.017325941","-0.2714334","-0.027226983","0.47186407","0.04293529","-0.21118264","0.088448785","0.11335872","-0.3820023","0.37345344","0.23044486","0.05845237","0.46590963","0.4779388","-0.31162322","-0.148678","0.43000448","-0.058217738","0.2638671","-0.599205","0.4779433"
"hindering","0.5329095","-0.3321044","-0.7458349","0.11305365","-0.2221346","0.43758574","-0.4451994","0.04837349","-0.27095988","0.34142378","-0.16066769","-0.40600473","0.20726843","-0.0023262436","0.15403445","0.3684921","-0.15016723","0.29270992","0.5965258","0.106680326","-0.27319628","-0.032133896","0.26681522","-0.027784742","0.5225076","-0.34774217","0.21786575","-0.086700685","-0.60232675","0.42324004","0.5322807","-0.8693132"
"constitutes","-0.30810145","-0.49698138","0.40748423","-0.04239131","0.07584566","-0.25424993","-0.47932303","-0.029515872","-0.07321847","-0.55181456","-0.010561853","0.4090682","0.3811647","0.04345531","-0.2622185","-0.06426163","0.29723462","-0.42770636","-0.854833","-0.3113352","0.5282227","0.1628047","0.26722023","-0.26586366","0.21523176","0.42469025","0.11402008","0.42932287","-0.46932867","0.014687992","0.19283019","-0.024991369"
"real","-0.2635192","0.09741938","0.2616934","-0.07891909","0.25519586","-0.08224113","-0.8357276","-0.35382134","-0.42846417","-0.3768655","0.50115603","0.27973115","-0.59160054","0.38726422","-0.49623442","0.57515407","0.15684713","-0.4204036","-0.07099832","0.30647153","-0.4767423","0.44302857","-0.5652351","0.18250631","0.39632085","-0.0021688568","-0.30471343","-0.82189435","0.6300737","0.3237455","-0.25690636","0.5468782"
"foundation","-0.16283458","0.0012396091","-0.4767801","-0.33048612","-0.4619095","-0.058056943","-0.155271","0.5994362","0.4219775","0.5755258","0.34172875","0.5817495","0.72557646","-0.6259194","-0.7874933","-0.2285083","0.51499784","-0.38581982","0.4828335","-0.072648056","-0.15297765","0.48381123","0.43135634","0.3491326","-0.34106594","-0.24065934","-0.18024956","0.5987745","-0.4065229","-0.24221992","0.6036348","-0.5188212"
"rises","0.20429009","0.27924836","0.14913845","0.5422961","-0.027730996","0.10615902","0.33133823","0.4261655","-0.349362","0.46728715","-0.43304253","-0.28816685","0.092880346","-0.5990844","0.48490357","0.32670888","0.09688683","0.29058996","0.35590407","-0.25345033","-0.089850344","-0.8327402","0.17629007","0.2652488","0.6697871","0.11214231","-0.15291047","-0.10902429","0.4506294","-0.03640537","-0.31946075","-0.286376"
"legal","-0.45025727","-0.3447939","0.39150003","-0.039276272","-0.3576192","0.07766261","0.204973","-0.1957878","-0.42284596","-0.44090936","-0.4250347","-0.38912448","0.24343644","0.41821933","-0.32432854","0.34703845","0.044982538","-0.39257997","-0.571877","-0.121252716","-0.51692533","0.37972128","0.49871528","-0.4827369","-0.61301845","0.43449187","0.45192334","0.11425854","0.24980403","0.51397365","-0.22399773","0.018599095"
"superstructure","0.17972998","-0.28991178","-0.64046127","-0.08753597","0.21149032","-0.3396017","-0.7308149","0.22881979","-0.08230296","0.3261423","-0.279947","-0.051346727","-0.22153166","0.21611033","-0.43824157","0.09302958","0.4512215","-0.030879375","0.061108068","-0.39257288","-0.12012804","0.50360143","-0.29579195","-0.06896031","0.6552483","0.38432196","0.065089606","-0.238202","0.15096045","0.30537096","0.10915892","-0.4070483"
"correspond","-0.19075774","0.36141926","0.31232393","0.23064597","0.028498234","0.38462332","-0.026309986","0.021914575","-0.70199627","-0.34550574","0.2367568","0.14968094","0.0979289","0.21838549","0.024604263","-0.02115094","0.2935582","-0.028343149","-0.015942017","0.2337006","-0.1240874","0.16364017","0.37058347","0.011053272","-0.020133175","-0.017936187","0.11315605","-0.36179933","-0.08973696","-0.5896957","0.16166733","0.12852116"
"consciousness","-0.16977292","-0.052473776","-0.28208467","0.027986495","-0.35768315","0.0017775404","0.047175266","-0.55367136","-0.7023812","-0.28526577","-0.39895847","-0.1538344","0.1705439","0.026038844","0.07896252","0.30495572","0.025486002","-0.89735126","0.15454626","0.0668128","0.07964004","-0.61849153","-0.05560897","-0.49312744","-0.17146464","0.37334007","0.11393379","-0.13919869","-0.3336342","-0.63046116","0.16231267","-0.47409406"
"preface","-0.3974499","-0.1618642","0.58779114","-0.4502312","-0.18833293","0.5941902","-0.36630145","0.34641644","-0.09213724","-0.67316115","-0.43662196","0.015317507","-0.3204248","-0.051273886","0.532039","0.27702945","-0.20959271","0.31839454","0.16238636","-0.109463826","0.07603836","0.35853952","0.7567817","0.21290444","0.63984424","0.622397","0.45683822","0.016013505","-0.22588168","0.340779","0.23586601","0.2597692"
"contribution","0.08726929","0.17566077","-0.39006406","-0.110694796","0.65083534","0.03089903","-0.1638328","0.3326567","-0.060989425","-0.18084925","0.6289871","0.5517947","0.3641448","0.51422316","-0.30525294","0.3740825","0.27439383","-0.46526295","0.17703839","0.41642895","0.17075391","-0.12282692","-0.10086505","0.5019081","-0.64578986","-0.48218977","-0.22767323","-0.54795116","0.48731983","-0.2861071","0.17734817","-0.30266294"
"critique","-0.35394064","-0.47612682","0.81158346","0.463721","-0.5813107","0.13288713","-0.019534294","-0.22879373","-0.65499157","0.49206966","0.32598758","-0.34202823","0.36319923","-0.33291736","-0.5331713","0.07261696","0.21682261","-0.39547402","-0.22324476","-0.121839926","0.11623651","0.23009533","-0.4287093","-0.6236274","0.6880026","0.5105207","-0.11548528","0.303168","0.32357645","-0.1436353","0.1461063","-0.26969478"
"329","0.5143519","0.13387762","0.0569268","-0.03263331","0.13355368","-0.055320356","0.44128275","-0.29125065","-0.17099476","0.52383107","-0.44945195","0.53459114","-0.5743322","-0.65268236","-0.30810657","0.32981426","0.44263545","0.2355021","0.4916582","0.17122713","0.39233366","0.67988634","0.34224117","-0.24803957","-0.70338774","-0.67104936","-0.12222864","0.39199626","-0.11992418","-0.655965","-0.5771273","0.53925395"
"having","-0.37409982","-0.25204808","-0.5023265","0.33792838","-0.5016204","0.55219847","0.54820293","-0.0004579267","-0.3427251","-0.5363801","0.062432725","-0.4080953","0.7201296","0.07099092","-0.18660362","-0.4063303","-0.63726425","-0.056085814","-0.20123084","-0.5224628","0.4587892","0.47592688","-0.17692894","-0.1841281","0.65875316","0.12870088","0.022338567","-0.08871257","-0.42999247","-0.5470709","0.20607182","-0.6161414"
"come","-0.40862697","0.28480053","0.29560477","0.6591916","-0.04900453","-0.02294175","0.5080346","-0.27683076","-0.20229338","0.39000943","-0.47019148","-0.649981","-0.40332234","-0.43826285","-0.42524958","-0.05654931","-0.473982","-0.30237362","-0.014398238","-0.34736502","-0.6640029","-0.5670455","-0.33101717","-0.20669225","0.036286213","-0.42434752","0.13371764","-0.4401506","0.28496775","-0.19398814","-0.5148915","-0.35820836"
"exercises","0.4821736","0.12923618","0.001462861","-0.2759716","-0.43211117","0.69296736","0.24238569","-0.11163589","-0.56255966","-0.6741607","-0.17220213","-0.5958997","-0.031581227","-0.08799724","0.2811274","-0.19028318","-0.45616922","0.22335851","0.20054471","0.75291675","-0.050351605","0.1524394","0.4474493","0.11957699","-0.68576306","-0.16681182","-0.47128558","-0.28452265","-0.25731537","-0.389899","-0.08726611","0.22996919"
"hastening","0.29555038","0.11991774","0.4617114","-0.2270364","0.2133591","0.2662804","0.33892414","0.42080763","-0.109787166","-0.71062696","-0.33059034","0.435819","0.30122116","-0.18178263","-0.5298272","-0.04320972","-0.15201655","-0.30569375","-0.36972478","-0.06720979","0.17354657","-0.1759693","-0.43524727","-0.04426371","-0.24725798","0.19479056","-0.50711083","-0.40045097","0.23896484","-0.2910347","-0.12794073","0.41357994"
"latter","-0.46297213","-0.15645765","0.3091028","-0.22886196","0.5300416","0.025717199","0.16561694","-0.20969994","-0.108598694","0.35744008","-0.27103424","0.5155456","0.2533873","0.4677277","-0.09947094","-0.18026417","0.2064125","0.4171228","-0.3059772","-0.051757194","-0.14053506","0.38337904","-0.42069533","0.16165775","-0.40953276","0.53232026","0.23497023","-0.30520666","0.8256519","0.15616094","-0.32214147","0.20540445"
"technical","0.13664529","0.22535461","-0.6085718","-0.3570729","0.1721247","-0.2748769","0.18254004","-0.28095573","-0.394567","-0.044959407","-0.2560358","-0.111999236","0.247642","0.48105538","0.16882823","0.07045837","0.218923","-0.46027964","0.1085285","-0.13467869","-0.124880746","0.012914325","0.4264282","0.33024436","0.0317442","0.12369217","-0.8043592","-0.14871217","0.1500234","-0.10251834","0.32233799","0.43374363"
"aspect","-0.19911155","-0.20387208","0.15589488","0.30573678","0.20241214","0.3206614","0.23920229","0.37940314","0.24952482","0.042681787","0.6500466","0.5087206","-0.050075818","-0.202397","-0.03397826","0.38859582","-0.24058367","0.50525683","0.5703508","-0.17304203","-0.26752055","0.094381124","-0.2842997","0.11478688","0.16560084","0.030958887","0.26350954","-0.53903645","0.20560175","0.5249223","-0.64957327","-0.35686228"
"physics","-0.42352995","0.11660673","0.09535959","-0.18921307","0.41077006","-0.4159965","-0.0747496","-0.5291058","-0.13023087","0.3377614","0.25604716","-0.6539159","-0.63738817","-0.8674347","-0.45634514","-0.49086386","-0.03412587","-0.64353716","0.0665999","0.03843826","-0.20556496","0.40883863","0.23202825","-0.0802712","0.45343247","-0.3963835","0.3148694","0.2521005","-0.21054278","-0.2586666","-0.91900486","0.24427882"
"chemistry","-0.7110275","-0.33489934","-0.46442232","0.060884334","-0.042466443","0.39127034","0.6226936","0.36250508","0.48419392","0.7446582","-0.8619497","1.1413404","0.29762143","0.49220547","-0.1959794","-0.2681922","0.5044553","-0.036679104","0.18391472","-0.69805026","0.03179798","0.19462448","-0.43800175","-0.5570356","-0.06878241","0.4138489","-0.4572224","0.21473128","0.23389015","0.6149372","-0.6173983","-0.774237"
"metallurgy","0.7020574","0.023541762","-0.2364178","0.5388618","0.40046528","-0.10384059","-0.38233805","-0.18990023","-0.2747265","0.29875287","0.21555999","-0.40478352","0.31210598","0.43014207","-0.395601","0.28344542","0.09377455","0.58145237","-0.58474636","0.5254124","-0.5374462","-0.6492021","-0.575868","0.5770129","0.21369953","-0.19115144","0.24893592","-0.39710182","0.497905","-0.20683551","0.4549708","-0.28109348"
"engineering","0.6276415","0.2443841","0.43213534","-0.14267826","0.34729594","0.5098755","-0.58136433","0.5486436","-0.13259526","-0.51471967","0.25845125","-0.18387027","0.3771916","0.6221711","0.3027135","-0.26988754","-0.59344107","-0.08427784","-0.90729886","-0.6621043","0.05144162","0.37151027","-0.10586569","-0.23065236","0.09022372","0.11895613","0.3592695","0.42705226","-0.28042567","0.5457825","-0.329113","0.46016586"
"agronomy","-0.3795297","-0.45778754","-0.027368544","-0.5888055","-0.032702494","0.44884393","0.5087021","0.6841055","-0.0709856","0.026321342","-0.7920415","-0.0398861","0.451006","-0.90229994","0.264043","0.31621104","0.6787892","-0.49774703","0.5448674","0.5287315","0.38931382","0.51428246","0.6980843","-0.5574309","-0.19113119","0.6051634","-0.28441647","0.41263968","-0.31441772","-0.13311803","0.2717101","-0.8402031"
"others","-0.35969025","-0.26030794","-0.6278366","0.12144794","0.031679805","-0.78627646","-0.26330966","-0.36826655","-0.2075528","-0.027843129","0.010044996","0.3440231","-0.5078354","0.21660796","-0.028441133","0.31604946","0.6527778","-0.5096309","0.10016804","-0.41511297","0.32276788","0.60168207","-0.30500007","-0.4685351","-0.011375347","-0.32444373","0.43826088","0.31314132","0.30255792","-0.16064471","-0.21360908","0.0029039325"
"wrote","-0.5013211","0.48240244","-0.0028583743","-0.012576833","0.42166862","-0.33049542","-0.5898307","-0.28494707","-0.9266081","-0.3471319","-0.44142863","0.07248789","-0.47773552","0.30628085","-0.016981335","-0.077041276","0.032051522","0.18994418","-0.09446495","0.014140489","0.30956298","-0.10125075","0.049870986","0.48145348","0.6374425","-0.29713172","0.1848065","-0.40239158","-0.072878264","-0.48214862","-0.48119786","0.02320998"
"concerned","-0.3270079","-0.22988166","-0.19601177","0.12509763","0.34853408","-0.24479836","0.08596077","0.259943","0.271997","0.06108769","-0.09240477","0.4088843","0.41453657","0.23814867","0.15013601","0.2627806","0.55355185","-0.7017079","-0.68671095","-0.49368483","-0.05672762","0.2895122","0.28238118","-0.37152636","0.11872402","0.3861343","0.28094742","0.48415816","0.13902701","-0.14953032","0.0057945265","0.345499"
"russia","-0.29847467","-0.14101554","-0.11855913","-0.4325435","-0.2996086","0.57541996","-0.27205488","-0.07356792","-0.08338324","-0.6225049","0.32809117","-0.45362458","-0.36578658","0.41238612","0.19464198","0.2414786","0.22174148","-0.257992","-0.31372035","0.1535473","-0.22400436","0.23204793","-0.13316731","0.07126161","0.007598836","0.22199911","-0.1781696","-0.28391957","-0.42646986","0.14010611","-0.57710123","0.74445075"
"iii","-0.0037881199","0.1477858","0.23482129","0.13390315","0.34510732","-0.006168261","-0.43849164","0.28263462","-0.6177302","-0.2096073","0.8330015","-0.06656985","-0.13522312","-0.13486108","-0.72428393","-0.06707871","-0.20037082","-0.0334963","-0.21471585","-0.30102378","-0.38226804","-0.32292548","-0.07931296","-0.26848528","0.61300695","0.58134437","0.2994256","-0.7445357","0.46635476","0.17936875","-0.01769228","-0.41228315"
"pp","-0.2596497","-0.11698833","0.045842305","0.043801744","-0.22856171","-0.2769469","0.12021176","0.2984906","-0.2522531","0.5236489","-0.48253125","-0.18886867","0.08369621","-0.34774542","0.36420327","-0.5222262","0.41366702","0.19008586","0.38090256","0.58335185","0.25134444","0.50418246","0.46970683","-0.15629026","-0.57390267","0.50627804","0.07074179","0.46510842","0.051893864","-0.42430726","0.009037224","-0.090717986"
"40","0.13600695","0.09701557","-0.45283052","0.53598815","0.475368","0.2801412","-0.08752374","-0.22122581","-0.6698604","-0.49783495","-0.4644115","0.16408439","-0.43960184","0.5160271","0.4629733","0.3878236","-0.30453703","-0.07943849","0.51915455","0.099284574","0.09421005","-0.36669615","0.04401443","0.06274991","-0.53240556","-0.31682327","-0.41043824","0.26288712","-0.52726597","0.2713157","-0.4819299","-0.25218305"
"interaction","0.47750065","0.07899746","-0.2908846","0.19903612","0.15248552","0.37361875","0.5249308","0.03817638","-0.36615717","-0.5996254","-0.16091765","-0.19656052","-0.5378824","0.07029465","-0.13944072","-0.004938162","-0.47357032","0.38443482","0.231465","0.007187305","0.26285434","-0.024855413","-0.26236972","-0.500221","-0.24725744","0.0125099905","0.18713844","-0.036308996","-0.35304704","-0.4223677","0.007283666","0.09346032"
"forc6s","0.11010355","-0.35431984","-0.10059139","0.13027138","-0.41451043","0.36106816","0.11676323","-0.5721988","0.087696165","-0.37686247","-0.3148088","-0.20977058","-0.33504784","0.3979365","0.12862799","-0.0017508715","0.065304","0.1565739","-0.12958063","0.094895184","-0.113143414","0.49011034","-0.2716153","-0.2681181","-0.2510964","-0.009652823","-0.09457632","-0.04359461","-0.22323194","-0.07645132","0.14610372","0.4845202"
"mode","0.27032095","0.41827697","-0.04133334","0.059456043","0.17150871","-0.06372119","0.053569626","-0.0033498404","0.34978122","0.0479232","-0.25217462","-0.13526933","-0.17939386","-0.22100382","0.21337187","0.017781215","-0.07818101","0.00307763","0.05916037","-0.08535589","-0.11337749","-0.16166578","0.11231216","0.10823843","-0.22786644","-0.06974252","0.074630044","-0.17805922","0.27649948","0.15495479","-0.25484672","0.06245599"
"mobile","-0.4845513","0.45125598","0.36736745","0.16991973","0.29863566","0.5452797","-0.47328824","-0.36900353","0.24351375","-0.09540248","0.3206595","-0.33793825","0.11950242","-0.00013425118","0.53352565","0.24024697","0.4016756","0.22219151","-0.78408927","-0.3615471","0.30524102","0.7438192","-0.039483737","0.54741025","0.41187677","0.25700447","-0.13152847","0.33696654","0.032049898","0.22452407","-0.5589306","0.3601454"
"revolutionary","0.468494","-0.034758594","0.26856446","-0.3407936","0.06688182","-0.36995488","0.42570776","0.21915896","-0.32467365","-0.03578278","-0.4427485","0.5493012","0.44080982","-0.17890754","0.22042811","-0.040861677","-0.16294223","0.51043344","0.440925","-0.1008512","0.50199294","-0.3631281","0.38138935","-0.41802692","-0.4093079","-0.32493922","-0.14398009","-0.27712992","0.14997154","-0.3192259","0.30302602","0.51357627"
"factor","-0.34254977","-0.29835793","-0.57910854","0.5361111","-0.8058204","-0.29056606","0.07426347","-0.4035343","0.39120653","0.51692885","0.31204313","0.12162323","-0.6263631","-0.5495979","-0.3937042","0.37722546","-0.25282782","-0.4041066","0.6359495","-0.41941127","-1.0611163","-0.03171641","-0.4064565","0.5362689","0.53411674","-0.256805","-0.2988085","-0.5061371","0.10950727","0.7228102","0.24093288","0.008508906"
"begins","0.24090822","0.42754635","-0.018829131","0.13897456","0.6490271","-0.06166078","-0.28426883","-0.27745867","-0.6113798","0.25998363","-0.4901634","0.14451143","0.50353694","0.32729366","-0.046857975","-0.15453959","0.0026395738","0.1745149","-0.6437643","0.001060612","0.29975325","0.60368186","0.58178264","-0.24361992","0.14522962","0.45385993","0.3124569","-0.54944813","0.47201464","0.011883034","-0.13883527","-0.2969693"
"changes","-0.07794224","-0.073044054","-0.2102819","-0.03772517","-0.1630635","0.25527197","0.41536638","0.45380124","-0.011830822","-0.048638236","-0.5071457","-0.06880075","0.117425375","-0.57757896","-0.2172265","0.3652909","-0.17005678","-0.5046772","-0.5353731","-0.34403837","0.41896865","-0.11103152","-0.14112298","-0.32761788","0.19622932","-0.48415765","0.16473164","0.7541472","-0.36446145","-0.20114438","-0.4333969","-0.3466647"
"thereafter","-0.61028415","0.19729224","-0.34883606","-0.17759456","0.63778746","0.47720194","0.6494191","0.9792762","-0.3869125","0.03754177","-0.23308858","0.65036815","-0.66987056","0.19657224","-0.7949068","-0.08754997","0.12944852","-0.42118344","0.42480758","0.274863","-0.55508363","-0.10762471","0.2991647","0.025301833","0.18270618","0.63676584","-0.12370642","-0.26561657","0.102081604","-0.13006812","-0.21285559","-0.43304208"
"sphere","0.044323046","0.6909369","0.3993688","0.097670056","-0.2312943","0.035695296","-0.0068134433","-0.484724","0.406322","-0.20232996","-0.20644782","0.2567081","0.024546666","-0.49032477","-0.19234993","0.06206226","0.082467675","0.29721847","-0.3032996","-0.3459996","0.39054132","0.48278975","-0.033681802","0.034696605","0.40785515","-0.17881969","-0.016179897","-0.52858067","0.27138397","-0.47678086","-0.66890365","0.5258998"
"develop","0.6162186","-0.3177425","-0.024856599","0.2341619","0.5196951","-0.39829254","-0.05528419","-0.13619591","0.18309596","0.04581659","-0.04144971","0.155562","-0.05430445","-0.33931726","0.26832175","0.04779366","-0.01414485","0.47217134","0.12456326","0.03355458","-0.4023381","-0.36795673","0.077510506","0.36724442","-0.7429235","0.019646747","-0.4736136","0.06372746","-0.05680269","0.5306196","0.48729265","-0.54848754"
"dependence","-0.3583128","-0.1485147","-0.036510255","-0.42605034","-0.33534116","0.54775196","0.4841546","0.23262969","0.1523213","0.13762064","0.5724455","0.31250587","0.46490824","0.55644697","-0.05588787","-0.027458483","-0.40622777","-0.008571712","0.8467428","0.0953648","0.041342203","0.07995812","-0.4838282","-0.015050238","0.0036151824","-0.23354647","-0.36120197","-0.25750658","0.4009106","0.27931672","0.14999959","0.28771347"
"actively","-0.06415824","0.37046453","-0.05856841","-0.2975919","0.7219555","0.43231365","0.49828163","0.21789801","-0.40843743","0.5604577","-0.1274091","-0.0041007916","0.57205594","0.28376502","0.6110403","0.21645856","0.83716947","0.012792199","-0.5081275","0.29386976","-0.6918163","0.45063528","0.12547159","-0.2657726","-0.6350035","0.550642","-0.32218358","0.004005879","0.79078215","-0.25506237","-0.6143276","0.42154607"
"affect","0.06783282","-0.44813803","0.43783686","0.6341018","-0.4022721","0.19495377","0.3114678","0.07545036","-0.03295445","-0.4877723","-0.43436477","0.4883405","-0.45988616","0.29696998","-0.6492496","-0.065994106","-0.39773306","0.29275197","0.20362906","-0.25472707","0.28413445","0.55119616","-0.37475768","-0.23989059","0.08509062","0.16207469","-0.051356982","-0.24290913","-0.6354587","0.11377617","0.893856","0.41983116"
"uninterruptedly","-0.050487325","0.39551684","-0.29328173","-0.37911302","-0.49759132","0.52118945","-0.035356913","0.26481238","0.4867017","0.4712022","-0.06493687","-0.08224335","0.5549404","0.8031252","-0.2824294","0.58197546","-0.6000075","0.20393538","0.3935017","-0.5814364","-0.233388","-0.77318877","-0.2570123","0.31800878","0.59298277","0.48450997","-0.30977255","-0.34139946","-0.48048726","0.3570902","-0.48441303","0.55178946"
"where","0.16259922","-0.83363295","0.19484934","-0.4029995","0.08867132","-0.07257491","-0.5836416","-0.28637415","-0.008225176","-0.54519624","0.27662656","-0.004111425","0.5346797","-0.3925307","-0.25234893","-0.38540217","0.38525164","-0.28434616","0.04337281","0.09801354","0.24166769","0.34515145","-0.30258575","0.3707656","0.50966984","0.22515203","-0.5754289","0.015316083","0.317253","0.103603885","0.15478666","0.21580061"
"stage","0.024813658","-0.21385954","-0.019399244","0.12709796","-0.1691008","-0.46569324","-0.24868053","0.48177585","-0.10593646","0.31888208","0.8156847","0.34258822","0.6863671","-0.5992954","0.041938856","-0.32280615","0.07185965","-0.7810472","0.09648019","0.4953106","0.33563927","0.13707344","0.39254007","0.41423616","-0.06631944","-0.06853462","-0.27959862","0.21238802","-0.4305191","0.37984586","-0.22562987","-0.2818456"
"outgrow","0.5200493","-0.15667999","0.04840969","0.36435974","0.32758382","0.21009442","-0.09694545","-0.0076229307","-0.5210709","0.08142975","-0.4880387","-0.6865147","-0.32927382","-0.24943241","-0.24922581","0.45078778","0.20294821","0.1882042","-0.18258704","-0.32642817","0.11975468","0.07138859","0.043801766","-0.05302318","0.05756355","0.4322382","-0.49061716","-0.08425788","-0.28192115","-0.46759835","0.059797674","0.5242298"
"framework","-0.122837104","-0.010172643","-0.072522275","-0.54936135","0.04088289","-0.20259897","0.014365788","-0.11062359","0.5507019","-0.0790376","-0.29295024","0.4377046","0.5094871","0.26016334","0.34333175","-0.38149115","-0.36971107","-0.27919436","-0.25415397","-0.21784201","-0.30625266","-0.027636299","0.23978697","-0.16556685","0.16227545","0.08279068","0.21333912","0.42894554","-0.07160043","0.53203315","-0.3072075","-0.2914214"
"given","0.28445503","0.34828603","0.5030969","0.43703696","-0.43774974","-0.4166977","-0.23641202","-0.052132465","-0.013716152","0.49246964","0.40069926","-0.068140715","0.14443885","-0.27164164","0.24414597","-0.40665418","0.38839048","0.2479766","-0.113238245","0.40972567","0.15105909","0.11357102","-0.2528073","0.052075353","0.13344803","0.0023522847","-0.08065711","-0.1686378","0.16534384","0.37335908","-0.29158184","-0.11889274"
"contradiction","0.6135368","0.021737417","0.08386845","-0.30152526","-0.77274966","-0.511238","0.20798041","-0.38948846","0.72098637","-0.21162619","-0.54560554","0.46153414","-0.3077291","-0.497801","-0.059090044","0.499052","0.18262316","0.06404282","-0.61077076","-0.15348963","0.21746199","0.3371016","0.030309","-0.20609133","-0.5284418","0.06414395","0.048719645","0.8295668","0.21266332","-0.12649305","0.76656544","0.46771216"
"transformed","0.3664959","-0.5777508","-0.06787166","0.31639418","-0.20055422","-0.55243164","-0.19853723","-0.58039963","0.3149605","-0.15063138","-0.5780334","0.19722919","-0.003830772","0.060657907","-0.44898775","-0.106430694","0.3528758","0.08391348","-0.19765449","-0.63813806","0.117751926","-0.5719789","0.350566","0.26124114","0.13631238","0.50592536","0.012589365","0.06262987","-0.23417826","0.39594832","-0.45422298","0.3332365"
"fetters","0.01359522","0.05712402","-0.0007195343","-0.20775968","0.60710704","0.530278","0.2041715","-0.0985296","-0.16327344","0.057528377","-0.4280671","-0.27531725","0.41356072","0.7349582","0.28170723","0.02150955","0.32501194","-0.58666295","-0.04678629","0.100281626","-0.4075595","0.25120485","0.5297622","-0.082258195","-0.7383197","0.117179126","-0.040527817","0.16612004","0.40647256","-0.15698647","0.239296","0.17433916"
"old","-0.09076325","0.08970152","0.16838785","0.41439268","-0.37217382","0.111516714","0.068002746","-0.3581603","0.37734023","-0.36920497","-0.44663957","-0.059244417","-0.13217098","0.35577974","0.5456107","-0.076251134","-0.26420373","0.40098184","0.09023028","-0.08768415","0.152941","0.44740492","-0.3806061","-0.51163054","0.17175765","0.14982468","0.2861139","-0.61590457","0.15081812","0.089710176","0.1591482","0.6012039"
"sooner","-0.27612838","0.85392714","-0.55637056","0.05520202","0.92161834","0.14666668","0.603232","-0.09106604","-0.2358692","0.14549987","-0.010495779","0.5753223","-0.45652336","0.49553663","0.26356182","-0.2542635","-0.43411207","0.48016003","-0.06552372","0.19763087","0.4438667","-0.37981293","-0.0027370872","0.5554503","-0.26015705","-0.45011005","0.08071103","-0.38928992","0.29714254","-0.3606727","-0.67789084","-0.5328463"
